podstatné jmeno;typ;left;kwic;right;kwic pos;kwic pos2;kwic length
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Třináct českých měst navštívili protagonisté absurdního příběhu o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 30 , 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Když jsem se oženil a koupil si rodinný dům na vesnici , splnil jsem si ;sen a začal chovat ;šelmy . ;N-J-V-V;N-J^-Vp-V;4
sen;N-V;Absurdní road - movie , ve kterém babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery se ke svým manželům přestanou chovat jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 45 ) Pán prstenů I - Společenstvo prstenu . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( so 17 . 30 ) ( 20 . 00 ) Příšerky s . r . o . , USA ( ne 17 . 30 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;"staví prostor "" skutečný "" ( tady , kde se žije ) a ideální "" prostor touhy "" ( tam ) , což představuje antinomický dualismus zakládající mýtus a podněcující emigrace a exody vedené jeho nadějným umístěním , jelikož - jak poznamenává Selim Abou - "" každý člověk potají živí ";sen o zemi zaslíbené či chová ;"v sobě utopii místa , kde se bez překážek může stát tím , kým je , nebo tím , kým si myslí , že je , kde bez nátlaku dokáže rozvinout svou osobní a kulturní totožnost "" . ";N-R-N-A-J-V;N-RR-NN-AA-J^-V;6
sen;N-V;Své ;sny si plním , chovám ;krásné koně na statku u Písku ;N-P-V-Z-V;N-P7-VB-Z:-V;5
sen;N-V;SOKOL : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál ( 17 . 30 , 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Poté , co jsem se oženil a měl tak své vlastní zázemí , splnil jsem si ;sen , který jsem měl už od mala , a začal chovat ;šelmy . ;N-Z-P-V-V-D-R-A-Z-J-V-V;N-Z:-P4-VB-Vp-Db-RR-AC-Z:-J^-Vp-V;12
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se k dcerám přestane chovat ;jako k dětem , dcery k manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ( so + ne 17 . 30 , 20 . 00 ) PRAHA : Na křídlech vážky . ;N-Z-N-P-R-N-V-V;N-Z:-NN-P7-RR-NN-VB-V;8
sen;N-V;"A jak svůj druhý celovečerní snímek vnímá sama režisérka ? "" Kdybych měla tenhle film stručně popsat , "" přemýšlí nahlas Alice Nellis , "" asi bych řekla , že je to nevšední road - movie , ve které babička naplní svůj ";sen , matka se ke svým dcerám přestane chovat jako k dětem , dcery se ke svým manželům přestanou chovat ;"jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál "" . ";N-Z-N-P-R-P-N-V-V-J-R-N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-Vf-J,-RR-NN-Z:-NN-P7-RV-P8-NN-VB-V;20
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 30 , 19 . 30 ) GALERIE ŠATLAVA : SDRUŽENÍ VÝTVARNÍKŮ CHOMUTOV . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;VESMÍR : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Každý z nich má jinou povahu , oba však spřádají ;sny a iluze , že jednou se jim podaří mít své vlastní hospodářství , kde budou chovat ;králíky . ;N-J-N-Z-J-D-P-P-V-V-P-A-N-Z-D-V-V;N-J^-NN-Z:-J,-Db-P7-PP-VB-Vf-P8-AA-NN-Z:-Db-VB-V;17
sen;N-V;Absurdní road - movie , ve kterém babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat jako k dětem , dcery se ke svým manželům přestanou chovat ;jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( so 17 . 45 , ne 20 . 00 ) Karu Süda - Medvědí srdce , Estonsko ( ne 17 . 45 ) ;N-Z-N-P-R-P-N-V-V-J-R-N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-Vf-J,-RR-NN-Z:-NN-P7-RV-P8-NN-VB-V;20
sen;N-V;DUKLA : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se k dcerám přestane chovat ;jako k dětem , dcery k manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 30 , 20 . 00 ) ;N-Z-N-P-R-N-V-V;N-Z:-NN-P7-RR-NN-VB-V;8
sen;N-V;OSTROV : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Mám takový ;sen : vládnout malému hospodářství na samotě u lesa , chovat ;slepice a ovoce a rýpat se v hlíně . ;N-Z-V-A-N-R-N-R-N-Z-V;N-Z:-Vf-AA-NN-RR-NN-RR-NN-Z:-V;11
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke dcerám přestane chovat ;jako k dětem , dcery k manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ( 19 . 00 ) ;N-Z-N-P-R-N-V-V;N-Z:-NN-P7-RV-NN-VB-V;8
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 15 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;VYSOČINA : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Splnila si ;sen , žije na samotě a chová ;ovce ;N-Z-V-R-N-J-V;N-Z:-VB-RR-NN-J^-V;7
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 19 . 30 ) ŽIDOVSKÁ ŠKOLA : Stálá výstava : Gallery Cyrany - díla autorů majících vztah k Východním Čechám ( obrazy kreseb , plastik , ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Aby zmírnila strach svých dětí , vypráví jim Wendy příběh o svém milovaném hrdinovi Peteru Panovi , chlapci , který odmítl vyrůst ( 17 . 30 ) , Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 45 ) Vymítač ďábla . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ( 17 . 30 , 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 30 ) , Gosford Park . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;V Domově pod hradem Žampach , pobytovém zařízení sociálních služeb pro děti a dospělé osoby se zdravotním ( rozumovým ) postižením , mají ;sen – chovat ;domácí zvířata . ;N-Z-V;N-Z:-V;3
sen;N-V;"Autorka snímek charakterizovala jako : "" Absurdní roadmovie , ve kterém babička naplní svůj ";sen , matka se ke svým dcerám přestane chovat jako k dětem , dcery se ke svým manželům přestanou chovat ;"jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . "" ";N-Z-N-P-R-P-N-V-V-J-R-N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-Vf-J,-RR-NN-Z:-NN-P7-RV-P8-NN-VB-V;20
sen;N-V;Dneska je to velkej nešvar : na každým kroku narazíte na prošlou manželku s prošlým milencem , v noci sníte prošlý ;sny , doma chováte ;prošlý zvířata a k nim prošlý city . ;N-Z-D-V;N-Z:-Db-V;4
sen;N-V;Bývalý šéf menší stavební firmy z Prahy Kamil Karela si začal naplňovat svůj ;sen chovat ;exotická zvířata teprve před důchodem . ;N-V;N-V;2
sen;N-V;Žena si splnila ;sen , chová ;divoké šelmy , zatím bez povolení ;N-Z-V;N-Z:-V;3
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;DUKLA : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 45 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Majitel , který si tím splnil svůj ;sen , v něm chová ;nádherné terčovce . ;N-Z-R-P-V;N-Z:-RR-P5-V;5
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po zemi . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;A také proto , že není moc nadšenců , kteří si dokázali splnit dětský ;sen a celý život chovat ;vzácná zvířata . ;N-J-A-N-V;N-J^-AA-NN-V;5
sen;N-V;KINO SVĚT , náměstí Františka Křižíka : Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál ( 17 . 30 , 20 . 00 ) DIVADLO OSKARA NEDBALA , Divadelní ul . Druhá míza ( Městské divadlo Mladá Boleslav ) - hořká komedie ze ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál ... ( 20 . 30 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;NA VALECH : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;KINO OKO , Komenského ul . Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 19 . 00 ) SPOLEČENSKÝ DŮM : MURSI , HAMER , KONSO , ANUAK . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Natáčí se na motivy knihy , odehrávající se v Krušnohoří , kam se po válce vrací Antonín Maděra , pilot RAF , aby uskutečnil svůj ;sen chovat ;koně . ;N-V;N-V;2
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;VYSOČINA : Výlet Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Bývalý šéf menší stavební firmy z Prahy Kamil Karela si začal naplňovat svůj ;sen chovat ;exotická zvířata teprve před důchodem . ;N-V;N-V;2
sen;N-V;Můžeme si plnit své ;sny , protože nám k tomu společnost ve 21 . století konečně dává prostor , a zároveň se k nám muži stále ještě chovají ;galantně . ;N-Z-J-P-R-P-N-R-C-Z-N-D-V-N-Z-J-D-P-R-P-N-D-D-V;N-Z:-J,-PP-RR-PD-NN-RV-C=-Z0-NN-Dg-VB-NN-Z:-J^-Db-P7-RR-PP-NN-Dg-Db-V;24
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se k dcerám přestane chovat ;jako k dětem , dcery k manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 22 . 00 ) LÍPA : Ostrovní zprávy . ;N-Z-N-P-R-N-V-V;N-Z:-NN-P7-RR-NN-VB-V;8
sen;N-V;Absurdní road - movie , ve kterém babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery se ke svým manželům přestanou chovat jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( so 17 . 45 , ne 20 . 00 ) Karu Süda - Medvědí srdce , Estonsko ( ne 17 . 45 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 18 . 00 , 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;KINO , Sídliště 710 Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Věk : 66 let O mojí činnosti : Kreslím pro radost blízkých lidí Oblíbený citát  životní motto : Každý potřebujeme kolem sebe krásu Záliby a koníčky : Sport , cestování , turistika Můj ;sen : Přála bych si , aby se lidé k přírodě chovali ;lépe ;N-Z-V-V-P-Z-J-P-N-R-N-V;N-Z:-Vp-Vc-P7-Z:-J,-P7-NN-RR-NN-V;12
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ( 17 . 00 ) , Harry Potter a Kámen mudrců . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;"jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 17 . 00 ) "" O "" . ";N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;SVRATKA , Mlýnská 152 : Výlet ( 19 . 30 ) - absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Tehdy jsme byli jednateli společnosti , provozující Český ;sen , tak jsme se chovali tak , jak by se choval ;"každý jednatel jakékoliv jiné firmy , "" řekl Právu Klusák . ";N-Z-J-V-P-V-D-Z-D-V-P-V;N-Z:-J^-VB-P7-Vp-Db-Z:-Db-Vc-P7-V;12
sen;N-V;Víte , mám velký ;sen : aby se lidé k sobě chovali ;po celý rok tak laskavě a mile jako v době vánočních svátků . ;N-Z-J-P-N-R-P-V;N-Z:-J,-P7-NN-RR-P6-V;8
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 19 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;A jak vidí Jakub Špalek někdejší studentské ;"sny o nezávislém divadle s odstupem let a skrze tvrdé zkušenosti ? "" Nic z toho , co jsem tenkrát v pozdní pubertě vykřikoval - jak se máme chovat ";", na jakých základech divadlo postavit - jsme v podstatě neporušili , "" míní . ";N-R-A-N-R-N-N-J-R-A-N-Z-Z-P-R-P-Z-P-V-D-R-A-N-V-Z-D-P-V-V;N-RR-AA-NN-RR-NN-NN-J^-RV-AA-NN-Z:-Z:-PW-RR-PD-Z:-PQ-VB-Db-RR-AA-NN-Vp-Z:-Db-P7-VB-V;29
sen;N-V;náměstí Františka Křižíka Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál ( 17 . 30 , 20 . 00 ) DIVADLO OSKARA NEDBALA , Divadelní ul . Václav Koubek - koncert ( 19 . 00 ) Markéta Míková : ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Anna K . : Splnil se jí životní ;sen Konečně si chová ;dítě ;N-D-P-V;N-Dg-P7-V;4
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se k dcerám přestane chovat ;jako k dětem , dcery k manželům jako k idiotům a otcův popel je rozptýlen po celé zemi . ( 19 . 00 ) OKO : Prci , prci , prcičky 2 . ;N-Z-N-P-R-N-V-V;N-Z:-NN-P7-RR-NN-VB-V;8
sen;N-V;Svůj ;sen úspěšně chovat ;anglického plnokrevníka si Aristides Baltazzi ( 1853 – 1914 ) splnil v Napajedlích . ;N-D-V;N-Dg-V;3
sen;N-V;Tehdy jsme byli jednateli společnosti , provozující Český ;sen , tak jsme se chovali ;"tak , jak by se choval každý jednatel jakékoliv jiné firmy , "" řekl Právu Klusák . ";N-Z-J-V-P-V;N-Z:-J^-VB-P7-V;6
sen;N-V;Zdivočelá země , příběh pilota RAF Antonína Maděry , který si po návratu z války snaží splnit svůj ;sen , chovat ;koně , dýchal kovbojskou romantikou . ;N-Z-V;N-Z:-V;3
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;KINO , Zeyerovy sady Výlet - český film , absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Oleg Cedivoda říká , že si vybudováním akvária splnil svůj dětský ;sen , vždyť už od devíti let choval ;akvarijní rybičky . ;N-Z-J-D-R-C-N-V;N-Z:-J^-Db-RR-Cn-NN-V;8
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Protože už nemuseli počítat každý dolar , rozhodli se splnit si svůj ;sen a postavili si nedaleko Los Angeles ranč , kde chovali ;především koně . ;N-J-V-P-D-F-F-N-Z-D-V;N-J^-Vp-P7-Dg-F%-F%-NN-Z:-Db-V;11
sen;N-V;Absurdní příběh o tom , jak babička naplní svůj ;sen , matka se ke svým dcerám přestane chovat ;jako k dětem , dcery ke svým manželům jako k idiotům a otcův popel je rozptýlen po celé zemi a ještě dál . ( 20 . 00 ) ;N-Z-N-P-R-P-N-V-V;N-Z:-NN-P7-RV-P8-NN-VB-V;9
sen;N-V;Po sovětské invazi jsem měla ;sen , že jsem zajatá Rusy , spolu s mým manželem , a že se chovám ;šíleně zbaběle . ;N-Z-J-V-A-N-Z-D-R-P-N-Z-J-J-P-V;N-Z:-J,-VB-AA-NN-Z:-Db-RR-PS-NN-Z:-J^-J,-P7-V;16
sen;N-V;Splnila si ;sen a chová ;morčata naháče ;N-J-V;N-J^-V;3
sen;N-V;Znám ji od jejich osmi a když jí bylo šestnáct , napsal jsem jí první písničku o koních Hřibový ;sen , neboť pocházela z rodiny , která koně chovala ;. ;N-Z-J-V-R-N-Z-P-N-V;N-Z:-J^-Vp-RR-NN-Z:-P4-NN-V;10
sen;N-V;S přítelem máme ;sen pořídit si nějakou rozpadlou usedlost , opravit ji a chovat ;tam koně . ;N-V-P-P-A-N-Z-V-P-J-V;N-Vf-P7-PZ-AA-NN-Z:-Vf-PP-J^-V;11
